27.10.1988	11.6186528	48.1204228	Innsbrucker Ring	U5	13	bc7b01		31.12.2014
27.10.1988	11.631874	48.118323	Michaelibad	U5	14	bc7b01		31.12.2014
27.10.1988	11.647053	48.108305	Quiddestraﬂe	U5	15	bc7b01		31.12.2014
27.10.1988	11.6460813	48.1012008	Neuperlach Zentrum	U5	16	bc7b01		31.12.2014
27.10.1988	11.6462771	48.1011652	Neuperlach Zentrum	U5	16	bc7b01		31.12.2014
27.10.1988	11.642826	48.094764	Therese-Ghiese-Allee	U5	17	bc7b01		31.12.2014
27.10.1988	11.645278	48.088889	Neuperlach S¸d	U5	18	bc7b01		31.12.2014
22.05.1993	11.4733922	48.1090184	Klinikum Groﬂhadern	U6	1	006ab3		31.12.2014
22.05.1993	11.477115	48.1148339	Groﬂhadern	U6	2	006ab3		31.12.2014
22.05.1993	11.4895792	48.1184307	Haderner Stern	U6	3	006ab3		31.12.2014
15.04.1983	11.5024508	48.1162564	Holzapfelkreuth	U6	4	006ab3		31.12.2014
15.04.1983	11.5171021	48.1177748	Westpark	U6	5	006ab3		31.12.2014
15.04.1983	11.5265398	48.116968	Partnachplatz	U6	6	006ab3		31.12.2014
22.11.1975	11.5370425	48.1169329	Harras	U6	7	006ab3		31.12.2014
22.11.1975	11.548401	48.1200748	Implerstraﬂe	U6	8	006ab3		31.12.2014
28.05.1978	11.5501952	48.1254405	Poccistraﬂe	U6	9	006ab3		31.12.2014
19.10.1971	11.557316	48.129003	Goetheplatz	U6	10	006ab3		31.12.2014
19.10.1971	11.5667462	48.1334011	Sendlinger Tor	U6	11	006ab3		31.12.2014
19.10.1971	11.575278	48.137222	Marienplatz	U6	12	006ab3		31.12.2014
19.10.1971	11.5777985	48.1430391	Odeonsplatz	U6	13	006ab3		31.12.2014
19.10.1971	11.5812816	48.1506572	Universit‰t	U6	14	006ab3		31.12.2014
19.10.1971	11.584103	48.156364	Giselastraﬂe	U6	15	006ab3		31.12.2014
19.10.1971	11.5865457	48.1618526	M¸nchner Freiheit	U6	16	006ab3		31.12.2014
19.10.1971	11.5901874	48.1666933	Dietlindenstraﬂe	U6	17	006ab3		31.12.2014
19.10.1971	11.5965868	48.1728377	Nordfriedhof	U6	18	006ab3		31.12.2014
19.10.1971	11.5969926	48.1731944	Nordfriedhof	U6	19	006ab3		31.12.2014
19.10.1971	11.6021875	48.1782907	Alte Heide	U6	20	006ab3		31.12.2014
19.10.1971	11.6027183	48.178694	Alte Heide	U6	20	006ab3		31.12.2014
19.10.1971	11.6071808	48.1831399	Studentenstadt	U6	21	006ab3		31.12.2014
19.10.1971	11.614444	48.191944	Freimann	U6	22	006ab3	Er wurde 2006?2009 umgebaut. da er der letzte Bahnhof war. der nichtˇbarrierefreiˇerreichbar war. Der urspr¸nglich vorgesehene Name war Harnierplatz.	31.12.2014
19.10.1971	11.612988	48.203539	Kieferngarten	U6	23	006ab3		31.12.2014
30.06.1994	11.6165103	48.211936	Frˆttmaning	U6	24	006ab3		31.12.2014
28.10.1995	11.6310883	48.2473963	Garching-Hochbr¸ck	U6	25	006ab3		31.12.2014
14.10.2006	11.65199	48.2493031	Garching	U6	26	006ab3		31.12.2014
14.10.2006	11.6714011	48.2647286	Garching Forschungszentrum	U6	27	006ab3		31.12.2014
11.12.2011	11.5284824	48.1703342	Westfriedhof	U7	1	ffffff	dacd8b	31.12.2014
11.12.2011	11.5290994	48.1627961	Gern	U7	2	ffffff	dacd8b	31.12.2014
11.12.2011	11.5332022	48.1531786	Rotkreuzplatz	U7	3	ffffff	dacd8b	31.12.2014
11.12.2011	11.546376	48.1498593	Maillingerstraﬂe	U7	4	ffffff	dacd8b	31.12.2014
11.12.2011	11.5582374	48.1476908	Stiglmaierplatz	U7	5	ffffff	dacd8b	31.12.2014
11.12.2011	11.5611699	48.1399118	Hauptbahnhof	U7	6	ffffff	dacd8b	31.12.2014
11.12.2011	11.5667462	48.1334011	Sendlinger Tor	U7	7	ffffff	dacd8b	31.12.2014
11.12.2011	11.5745029	48.1290494	Fraunhoferstraﬂe	U7	8	ffffff	dacd8b	31.12.2014
11.12.2011	11.5769876	48.1188534	Kolumbusplatz	U7	9	ffffff	dacd8b	31.12.2014
11.12.2011	11.5801109	48.1149818	Silberhornstraﬂe	U7	10	ffffff	dacd8b	31.12.2014
11.12.2011	11.5875146	48.1125885	Untersbergstraﬂe	U7	11	ffffff	dacd8b	31.12.2014
11.12.2011	11.5956515	48.1110526	U-Bahnhof Giesing	U7	12	ffffff	dacd8b	31.12.2014
11.12.2011	11.6084157	48.1178709	Karl-Preis-Platz	U7	13	ffffff	dacd8b	31.12.2014
11.12.2011	11.6186528	48.1204228	Innsbrucker Ring	U7	14	ffffff	dacd8b	31.12.2014
11.12.2011	11.631874	48.118323	Michaelibad	U7	15	ffffff	dacd8b	31.12.2014
11.12.2011	11.647053	48.108305	Quiddestraﬂe	U7	16	ffffff	dacd8b	31.12.2014
11.12.2011	11.6460813	48.1012008	Neuperlach Zentrum	U7	17	ffffff	dacd8b	31.12.2014
01.01.1900	11.557896	48.141514	Starnberger Bahnhof	Postubahn0	1	ffffff	dacd8b	31.12.2014
01.01.1900	11.554281	48.142659	Postamt M¸nchen 2	Postubahn0	2	ffffff	dacd8b	31.12.2014
01.01.1900	11.554742	48.143461	Bahnpostamt	Postubahn0	3	ffffff	dacd8b	31.12.2014
